cod_municipio,nome_municipio,Acesso à escola,Alfabetização na idade devida,Orientação técnica,Demais informações técnicas,Participação em grupos da sociedade civil,Acesso a crédito e financiamento,Acesso a outros programas do governo,Participação nos programas de pagamento por serviços ambientais,Participação no Programa Nacional de Habitação Rural,Acesso a aposentadoria ou pensão,Condição legal das terras,Eletricidade no domicílio,Comunicação via telefone,Acesso à internet,Exposição a doenças advindas do esgoto a céu aberto,Registro Civil,Capacidade de se alimentar e adquirir medicamentos,Iluminação pública,Pavimentação,Aquisição de ativos,Coleta de lixo,Esgotamento sanitário,Abastecimento de água canalizada,Contaminação do trabalhador rural
2921302,Milagres (BA),28.08988764044944,36.329588014981276,99.25093632958801,16.10486891385768,70.78651685393258,95.88014981273409,83.89513108614233,100.0,98.87640449438202,53.558052434456926,21.722846441947567,14.232209737827715,68.53932584269663,91.38576779026218,0.0,0.18867924528301888,62.40713224368499,0.0,0.0,88.11292719167905,78.15750371471026,83.50668647845468,52.748885586924224,0.0
2921401,Mirangaba (BA),20.845070422535212,43.49295774647887,94.20371412492966,44.90714687675858,53.12324141812043,94.54136184580754,77.43387732132808,100.0,100.0,57.56893640967924,2.0821609454136185,41.13674732695554,65.33483398987056,90.26449071468767,0.0,0.4224502112251056,65.2983495556496,0.0,0.0,84.42657638595006,79.94075327972917,93.69445619974609,57.30004231908591,0.0
2921450,Mirante (BA),24.79391249207356,44.324667089410276,97.8440076093849,31.896005072923273,44.95878249841471,80.02536461636018,68.54787571337984,99.93658845909955,99.93658845909955,47.49524413443247,20.608750792644262,9.13126188966392,31.51553582752061,81.29359543436905,0.0,0.3211303789338471,66.84420772303595,0.0,0.0,90.50155348424323,94.89569462938304,92.67643142476697,92.54327563249002,0.0
2921500,Monte Santo (BA),32.08448967005859,50.57045945112551,89.38039457459926,34.833538840937116,53.0363748458693,81.88964241676942,59.2324290998767,99.8766954377312,99.76880394574599,61.99136868064118,2.065351418002466,15.27435265104809,57.09001233045623,85.01849568434032,0.0,0.507555658092052,66.24219935908248,0.0,0.0,89.28149772305616,83.6144375105414,96.71108112666555,89.0706695901501,0.0
2921609,Morpará (BA),28.502415458937197,31.884057971014492,96.85990338164251,42.149758454106276,63.76811594202898,83.45410628019324,88.76811594202898,100.0,100.0,55.193236714975846,2.536231884057971,43.84057971014493,69.08212560386472,76.44927536231883,0.0,0.6756756756756757,54.96277915632754,0.0,0.0,82.00992555831266,99.37965260545906,96.02977667493796,95.7816377171216,0.0
2921708,Morro do Chapéu (BA),18.635809987819734,28.704831506293136,93.68676649129907,20.437070012140836,71.14528530959126,88.587616349656,86.44273573452044,98.90732496964792,99.95953055443141,62.2824767300688,4.4921084581141235,53.66248482395791,45.81141238365035,78.3083771752327,0.0,0.7149518184644078,66.52163403432439,0.0,0.0,90.37950205462896,81.29079042784626,97.43775682861977,58.10974135847232,0.0
2921807,Mortugaba (BA),23.7413884472708,32.85638579756227,95.33651298357181,51.0863804981452,40.96449390567037,86.38049814520403,71.06518282988871,100.0,100.0,48.22469528351881,10.121886592474828,14.679385267620562,28.98781134075252,72.01907790143083,0.0,0.0,53.43554798409994,0.0,0.0,87.67745599091425,91.93639977285633,98.01249290176037,67.85917092561044,0.0
2921906,Mucugê (BA),17.160493827160494,21.728395061728392,85.5036855036855,36.24078624078624,65.72481572481573,80.95823095823096,84.27518427518427,100.0,99.87714987714988,70.88452088452088,6.388206388206388,48.28009828009828,61.302211302211305,68.67321867321867,0.0,0.9767092411720512,49.88662131519274,0.0,0.0,73.92290249433107,83.39002267573696,88.43537414965986,40.476190476190474,0.0
2922003,Mucuri (BA),24.796747967479675,33.333333333333336,91.38804457953394,38.90577507598784,89.4630192502533,95.74468085106383,99.3920972644377,99.89868287740629,95.44072948328267,61.60081053698075,11.347517730496454,9.017223910840933,45.69402228976697,79.63525835866263,0.0,0.16602102933038185,53.11447811447812,0.0,0.0,80.0925925925926,61.321548821548824,97.51683501683502,74.28451178451179,0.0
2922052,Mulungu do Morro (BA),16.163239074550127,23.97172236503856,95.15404364569962,27.021822849807446,58.95378690629012,92.26572528883183,57.60590500641849,99.96790757381258,99.96790757381258,68.38896020539153,15.083440308087292,57.06033376123235,37.64441591784339,63.76765083440308,0.0,0.5483207676490748,73.69402985074626,0.0,0.0,90.04975124378109,99.44029850746269,99.6268656716418,82.40049751243781,0.0
2922102,Mundo Novo (BA),16.441573693482088,24.486200822078686,93.80116959064327,28.24561403508772,72.51461988304094,90.76023391812865,73.91812865497076,100.0,100.0,60.175438596491226,16.783625730994153,43.333333333333336,34.56140350877193,78.3625730994152,0.0,0.9272816007808687,60.36339165545087,0.0,0.0,86.77658142664872,55.21534320323015,86.44010767160162,59.32032301480484,0.0
2922201,Muniz Ferreira (BA),11.51219512195122,25.365853658536587,97.85365853658536,46.243902439024396,51.707317073170735,94.73170731707316,88.6829268292683,99.90243902439025,100.0,60.0,8.292682926829269,19.21951219512195,47.70731707317073,62.53658536585366,0.0,0.0,59.509721048182584,0.0,0.0,87.32037193575654,58.49535080304311,92.05409974640743,81.40321217244293,0.0
2922250,Muquém do São Francisco (BA),14.737550471063257,41.58815612382234,95.76612903225806,6.653225806451612,61.08870967741935,94.75806451612904,69.22043010752688,99.79838709677419,100.0,69.89247311827957,24.52956989247312,26.61290322580645,28.830645161290324,52.41935483870967,0.0,0.8215426745778184,65.66371681415929,0.0,0.0,86.01769911504424,79.5575221238938,82.30088495575221,36.3716814159292,0.0
2922300,Muritiba (BA),19.202898550724637,35.92132505175984,95.76008273009307,44.725956566701136,64.11582213029989,96.07032057911064,76.7321613236815,100.0,99.9482936918304,62.56463288521199,14.581178903826267,4.601861427094105,40.48603929679421,48.293691830403304,0.0,0.29354207436399216,63.29989622967831,0.0,0.0,89.13870632998963,85.54133517813905,94.29263230716015,74.74922172258735,0.018417902200939314
2922409,Mutuípe (BA),15.07537688442211,32.92779687913251,92.57006874669487,55.44685351665785,62.53305129561079,91.69751454257008,85.95980962453729,100.0,99.1274457958752,59.7567424643046,1.0047593865679536,15.362242199894235,46.66842940243258,83.92384981491274,0.0,0.1431980906921241,67.57557794902193,0.0,0.0,88.41138114997035,97.6882039122703,88.47065797273265,89.62655601659752,0.0
2922508,Nazaré (BA),13.702928870292888,44.76987447698745,95.71577847439916,47.33542319749217,64.36781609195403,90.3866248693835,66.14420062695925,95.5067920585162,100.0,72.10031347962382,5.329153605015674,6.583072100313479,24.869383490073147,73.66771159874608,0.0,0.0,71.26334519572953,0.0,0.0,92.17081850533808,96.44128113879003,95.1067615658363,96.79715302491103,0.0
2922607,Nilo Peçanha (BA),24.63855421686747,31.08433734939759,95.3012048192771,31.566265060240962,87.89156626506023,91.20481927710843,97.16867469879517,100.0,100.0,70.72289156626506,4.156626506024097,38.31325301204819,57.95180722891566,92.95180722891565,0.0,1.6595289079229123,61.9894099848714,0.0,0.0,86.68683812405446,56.089258698941,79.91679273827535,68.60816944024207,0.010610079575596818
2922656,Nordestina (BA),32.1880650994575,41.04882459312839,76.60343270099368,17.253839205058718,43.721770551038844,91.59891598915989,60.70460704607046,100.0,100.0,53.65853658536586,2.077687443541102,14.634146341463413,41.91508581752485,83.55916892502259,0.0,0.6940427993059572,70.98111469368953,0.0,0.0,89.49792722247813,91.29433440810686,95.7623215108245,78.48917549516352,0.0
2922706,Nova Canaã (BA),19.906323185011708,32.27166276346605,91.71348314606742,26.31086142322097,77.71535580524345,78.93258426966293,71.95692883895131,99.95318352059925,99.85955056179775,59.55056179775281,15.964419475655431,15.917602996254681,53.93258426966292,88.01498127340824,0.0,1.079136690647482,57.077625570776256,0.0,0.0,75.55321390937829,86.3013698630137,86.51211801896733,81.24341412012645,0.010140959334753067
2922730,Nova Fátima (BA),16.72597864768683,18.505338078291818,78.91459074733096,40.92526690391459,27.046263345195733,92.43772241992883,84.25266903914591,100.0,100.0,52.75800711743772,7.918149466192171,59.69750889679716,27.491103202846972,93.41637010676158,0.0,0.0,61.13989637305699,0.0,0.0,91.83937823834198,60.10362694300518,80.05181347150258,49.35233160621762,0.0
2922755,Nova Ibiá (BA),17.06758304696449,48.10996563573883,77.20504009163804,36.08247422680412,74.45589919816724,91.40893470790378,94.15807560137456,100.0,98.85452462772051,58.76288659793815,3.0927835051546393,15.234822451317298,23.13860252004582,71.47766323024055,0.0,0.5201560468140443,52.91595197255574,0.0,0.0,84.39108061749572,96.39794168096056,99.48542024013722,99.05660377358491,0.0
2922805,Nova Itarana (BA),26.625386996904027,29.876160990712076,98.91808346213293,18.701700154559507,75.27047913446677,94.89953632148377,79.13446676970634,99.38176197836167,97.52704791344668,66.61514683153014,19.938176197836167,38.94899536321484,59.04173106646059,74.96136012364761,0.0,1.1915673693858846,63.55731225296443,0.0,0.0,82.4505928853755,38.81422924901186,93.43873517786562,35.8102766798419,0.0
2922854,Nova Redenção (BA),20.243673851921272,34.301780693533274,87.83910196445277,4.770813844714686,31.711880261927032,96.81945743685687,63.423760523854064,98.40972871842844,100.0,56.688493919550986,39.56969130028064,40.879326473339574,28.62488306828812,65.01403180542563,0.0,0.199203187250996,56.81492109038737,0.0,0.0,78.33572453371592,99.85652797704448,85.07890961262554,65.85365853658537,0.0
2922904,Nova Soure (BA),26.062322946175637,35.80736543909349,97.39892564320046,32.343794175855244,88.91716143624541,94.48685326547923,66.7232117613797,99.88690981057393,100.0,57.873904438789936,15.182357930449534,28.47045518801244,47.52615210630478,75.40288379983036,0.0,0.4975124378109453,68.16816816816817,0.0,0.0,89.21921921921921,93.69369369369369,98.58858858858859,44.114114114114116,0.0
2923001,Nova Viçosa (BA),25.045703839122485,28.519195612431446,86.23188405797102,36.775362318840585,94.7463768115942,89.85507246376811,99.27536231884058,100.0,100.0,50.54347826086957,9.420289855072465,20.833333333333336,31.88405797101449,88.94927536231883,0.0,0.27906976744186046,52.31548480463098,0.0,0.0,79.81186685962373,73.29956584659914,97.32272069464544,73.73371924746743,0.0
